Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
1.281654835,-0.1108225,1.416888,0.3625458,0.02123828,0.9921249,0.2152066,12.02722,-23.69117,-32.37088,1001.108
1.301838875,-0.04954727,2.134113,0.423579,0.02415577,0.9902837,0.2098134,11.71766,-23.6903,-32.37212,1001.106
1.319499492,0.1955537,2.911107,0.423579,0.02428659,0.9797679,0.1954941,11.71766,-23.6903,-32.37212,1001.106
1.339682579,0.256829,3.269719,0.6677119,0.0296426,0.9753764,0.2065908,11.71743,-23.69052,-32.30938,1001.106
1.359866619,0.3793795,3.449025,0.423579,0.01987621,0.9855253,0.1946414,11.71743,-23.69052,-32.30938,1001.106
1.380049705,-0.1108225,2.851338,0.3015125,0.01375632,0.9744887,0.1258232,11.71743,-23.69052,-32.30938,1001.104
1.400232792,0.1955537,1.416888,0.05737968,-0.004681901,0.9832551,0.1425677,11.34618,-23.68925,-32.3736,1001.104
1.420416832,0.1342785,0.4605878,0.05737968,0.02689739,1.003959,0.1541226,11.34618,-23.68925,-32.3736,1001.104
1.440600395,-0.1108225,-0.1370998,-0.2477864,0.03119272,1.008082,0.1357076,11.70631,-23.32253,-31.93312,1001.104
1.460783958,0.256829,-0.5554811,-0.1867532,0.02875675,0.9702258,0.138368,11.70631,-23.32253,-31.93312,1001.104
1.480967522,0.07300324,-0.316406,0.05737968,0.02724661,0.9756238,0.129232,11.70631,-23.32253,-31.93312,1001.104
1.501150608,0.4406548,-0.4957123,-0.06468677,-0.003927717,1.00176,0.0855156,11.31845,-22.64307,-32.31123,1001.103
1.521334648,0.5632053,-0.316406,-0.1867532,-0.002385279,0.9932145,0.1189187,11.31845,-22.64307,-32.31123,1001.103
1.541517734,0.07300324,-0.07733104,-0.3088197,0.01947171,0.9803094,0.1337154,11.32675,-23.01372,-31.9347,1001.105
1.561701774,0.01172798,0.2812815,0.1184129,0.0295364,1.024665,0.1710725,11.32675,-23.01372,-31.9347,1001.105
1.581884861,-0.2946483,1.058275,0.3015125,0.01118396,0.9873033,0.1489502,11.32675,-23.01372,-31.9347,1001.105
1.599545479,-0.233373,0.7594315,0.423579,0.00348468,1.025281,0.1677168,11.70292,-23.01035,-33.18788,1001.105
1.619729519,-0.1720978,1.237581,0.1184129,0.008285882,0.9878414,0.1392333,11.70292,-23.01035,-33.18788,1001.105
1.639913082,-0.1108225,0.9985065,0.1184129,0.03176279,0.9998373,0.1861486,11.70128,-23.0119,-32.74875,1001.105
1.660096168,-0.3559235,1.655963,-0.003653544,0.04014533,0.9851662,0.163463,11.70128,-23.0119,-32.74875,1001.103
1.680280209,-0.233373,1.835269,0.1184129,0.01735886,0.9951316,0.1505558,11.70128,-23.0119,-32.74875,1001.103
1.700463295,-0.1108225,1.835269,0.2404793,0.00857924,1.003261,0.1482966,11.70631,-23.32253,-31.93312,1001.103
1.720647335,0.1955537,1.596194,0.2404793,0.002798006,1.002662,0.1512128,11.70631,-23.32253,-31.93312,1001.103
1.740830421,-0.233373,1.715732,0.05737968,0.01783499,0.9956037,0.1525108,11.32839,-23.01217,-32.37383,1001.101
1.761013985,-0.04954727,1.237581,0.1794461,0.02100598,1.012674,0.1460318,11.32839,-23.01217,-32.37383,1001.101
1.781197548,0.1342785,1.835269,0.1184129,0.01622571,1.009289,0.1381864,11.32816,-23.01239,-32.3111,1001.099
1.801381111,-0.04954727,1.416888,0.1794461,0.005580438,0.9723088,0.1379567,11.32816,-23.01239,-32.3111,1001.099
1.821565151,-0.04954727,1.237581,0.05737968,0.01268458,0.9830574,0.1396188,11.32816,-23.01239,-32.3111,1001.098
1.841748238,-0.04954727,0.400819,0.1794461,0.007121455,1.004261,0.1429661,12.3987,-23.69223,-32.36941,1001.098
1.859408855,0.1955537,0.6996628,0.1184129,0.0192782,0.9963075,0.1325725,12.3987,-23.69223,-32.36941,1001.098
1.879591942,0.1342785,0.5203565,0.1794461,0.01945503,0.9818397,0.1259603,11.69822,-23.01477,-31.93322,1001.096
1.899775982,-0.04954727,0.4605878,0.1794461,0.01640807,0.9943078,0.1344835,11.69822,-23.01477,-31.93322,1001.096
1.919959068,0.1342785,0.5801253,0.1794461,0.02165749,0.9985574,0.1535368,11.69822,-23.01477,-31.93322,1001.102
1.940143108,-0.1720978,0.639894,-0.06468677,0.01898291,0.9807287,0.1395634,11.70772,-23.32121,-32.30951,1001.102
1.960326672,-0.1108225,0.5801253,0.1794461,0.01120349,0.9860096,0.1328672,11.70772,-23.32121,-32.30951,1001.102
1.980509758,0.1955537,0.5801253,0.05737968,0.01015064,0.9932316,0.1359312,11.70631,-23.32253,-31.93312,1001.102
2.000693798,0.1342785,0.5203565,0.1794461,0.01251478,0.9971374,0.1364916,11.70631,-23.32253,-31.93312,1001.098
2.020876884,-0.1108225,0.400819,0.05737968,0.0148534,1.002812,0.1541176,11.70631,-23.32253,-31.93312,1001.098
2.041060925,-0.2946483,0.161744,-0.003653544,0.02000577,0.9758753,0.1418988,11.70795,-23.32098,-32.37225,1001.098
2.061244011,0.01172798,-0.01756229,-0.003653544,0.0124075,1.00572,0.150286,11.70795,-23.32098,-32.37225,1001.098
2.081427574,-0.1720978,0.04220647,-0.003653544,0.01380065,0.9703966,0.1476385,12.38899,-23.32291,-32.36953,1001.098
2.101611614,-0.2946483,-0.07733104,0.05737968,0.01514152,0.9791218,0.149269,12.38899,-23.32291,-32.36953,1001.098
2.121794701,-0.1720978,0.161744,-0.06468677,0.01439458,1.000862,0.1545662,12.38899,-23.32291,-32.36953,1001.102
